global_step,episode_num,episode_reward,episode_length,success_rate,avg_reward_100,policy_loss,value_loss,entropy,learning_rate,fps,eta_seconds,ee_x,ee_y,ee_z,cube_x,cube_y,cube_z,ee_to_cube_dist,cube_to_goal_dist,is_grasped,timestamp
5008,33,-8.701081,13,0.6060606060606061,-3.3021810303030303,,,,,3649.4729578573806,546.6520845714849,0.1446485904069533,0.03658589435592982,0.8020873717693481,0.16206641311606965,0.09889121749913576,0.8029067489505952,0.06469934481021172,0.35889716641564373,False,2026-08-07T17:43:10.618987+00:00
10016,62,20.235022,25,0.5967741935483871,-15.086099241935482,-0.006823388968768995,22.95241247713566,1.1536170653998852,0.0003,1708.1911179743927,1164.9656640058888,0.12215318834869143,-0.061553887668758675,0.8760492025606742,0.17579248730401856,-0.0844249403903544,0.8028786480032115,0.09356382580495302,0.17628387394250838,False,2026-08-07T17:43:13.550731+00:00
15024,106,5.585319,74,0.62,-21.885834560000003,-0.006823388968768995,22.95241247713566,1.1536170653998852,0.0003,4676.907011706365,424.4206684100361,0.13304296237688573,-0.13771680974411205,0.8383594981226368,0.12346876529033254,-0.11039440608017596,0.8353746281651762,0.02910478380765235,0.15400118454582126,False,2026-08-07T17:43:14.621539+00:00
20032,122,-172.380493,600,0.62,-27.00043468,-0.006025932983175153,11.444429025053978,1.1440350528806449,0.0003,1942.1627222395382,1019.4655562726834,0.16068512551785016,-0.040557058739546195,0.8223063889144617,0.07750893488613894,-0.049135501820050165,0.792880883982563,0.0886438306606016,0.22642573267255056,False,2026-08-07T17:43:17.200103+00:00
25040,168,11.57775,100,0.65,-31.43647069,-0.004928838611522224,11.222972894459962,1.1280920147895812,0.0003,1750.1456170984914,1128.4546729741385,0.15384805815994643,-0.1278197624616833,0.8607391344116675,0.15125102567524829,-0.1290657530980021,0.8727563599525331,0.012357620324819983,0.13122622285019298,True,2026-08-07T17:43:20.061561+00:00
30048,208,-179.056136,600,0.67,-27.85686627,-0.004928838611522224,11.222972894459962,1.1280920147895812,0.0003,4186.502793117936,470.54835440175606,0.15705203886932328,0.02357371468494244,0.8261728861003192,0.13849191090254614,0.07418820942483685,0.8028804698399302,0.05872684295247938,0.3348796160043227,False,2026-08-07T17:43:21.257806+00:00
35056,239,20.427587,22,0.67,-22.115344479999997,-0.006543707330274628,17.761795790493487,1.1010501012206078,0.0003,1738.3901671935614,1130.3239267466547,0.16307883081097962,0.02407049815456715,0.8331514902599237,0.13843602471146374,0.08843369743602367,0.8028804698399307,0.07527432491540831,0.3491003387841139,False,2026-08-07T17:43:24.138614+00:00
40064,278,-179.32733,600,0.7,-18.55229414,-0.006543707330274628,17.761795790493487,1.1010501012206078,0.0003,4218.588683136209,464.59518744617986,0.149970371636329,0.038678759493566126,0.809465093024462,0.1361334613058378,0.08639028813117945,0.8029063980812504,0.05010854749231872,0.3472115254147556,False,2026-08-07T17:43:25.325756+00:00
45072,316,-9.613031,14,0.67,-22.65852033,-0.003998565231449902,11.389031315594911,1.0739690449088812,0.0003,1705.5365581947635,1146.2246239208184,0.16356353711376811,0.022005486488236397,0.836683088123143,0.1349012915303557,0.09149317454786654,0.8029063980812492,0.08240708649104442,0.3523881339100129,False,2026-08-07T17:43:28.262065+00:00
50080,360,5.205091,72,0.72,-15.92838419,-0.00663117701333249,12.844680270552635,1.0553840681910516,0.0003,1777.5350184582035,1096.9797949135875,0.14975491758953915,0.04778114378945173,0.8024740361656479,0.1664553423811249,0.10970260471355071,0.8029047009827727,0.06413545808192873,0.3697589584813889,False,2026-08-07T17:43:31.079445+00:00
55088,387,-8.813442,13,0.65,-21.626558629999998,-0.00663117701333249,12.844680270552635,1.0553840681910516,0.0003,4609.699808107249,421.917278990578,0.14507392289753246,0.04055642968283962,0.8021679742598002,0.16645534338748655,0.10970260244790286,0.8029047009827727,0.07238025363653089,0.3697589562336557,False,2026-08-07T17:43:32.165880+00:00
60096,446,23.119413,22,0.65,-20.5366278,-0.002637699866318144,14.676662860810756,1.031790727749467,0.0003,1759.5664564241413,1102.4897598595664,0.08989192490824771,-0.11325210574069952,0.8300186167588955,0.08667706435867852,-0.1564650461887416,0.7928935008317151,0.057061088169836,0.1268689857757237,False,2026-08-07T17:43:35.012030+00:00
65104,496,20.1287,24,0.73,-13.274677079999998,-0.002637699866318144,14.676662860810756,1.031790727749467,0.0003,4660.235416376859,415.1927589753185,0.1076111710254875,-0.11066959968930018,0.839851286296893,0.09189987627681852,-0.18539004425597488,0.7928935008317148,0.08963829111888935,0.10101619843984436,False,2026-08-07T17:43:36.086648+00:00
