global_step,episode_num,episode_reward,episode_length,success_rate,avg_reward_100,policy_loss,value_loss,entropy,learning_rate,fps,eta_seconds,ee_x,ee_y,ee_z,cube_x,cube_y,cube_z,ee_to_cube_dist,cube_to_goal_dist,is_grasped,timestamp
5008,16,19.504,80,0.9375,29.1401770625,,,,,3952.309488162212,504.76613888039753,0.17724091825772337,0.10012197683273356,0.806705366807708,0.1855971441124646,0.12892832488120426,0.8038415190496385,0.030130280821898704,0.3897697470066319,False,2026-08-07T12:41:41.490222+00:00
10016,27,-159.529058,600,0.5925925925925926,-77.39323440740739,-0.003110804494644981,12.2770632956177,2.5223466673865915,0.0003,713.8859183417323,2787.5378248424954,0.10144164034140153,-0.1382717045889776,0.8452604211992667,0.17579248730021604,-0.0844249403875977,0.8028786480032133,0.10111249753464592,0.1762838739449134,False,2026-08-07T12:41:48.505312+00:00
15024,45,33.744689,33,0.6222222222222222,-76.8018217111111,-0.003110804494644981,12.2770632956177,2.5223466673865915,0.0003,4568.256078934313,434.5150459391622,0.16478512336032353,-0.022919072306520356,0.8165356258823446,0.17693811594624248,-0.08431360662534848,0.8028786480032116,0.06405854445591387,0.17650101582937464,False,2026-08-07T12:41:49.601590+00:00
20032,55,-134.054702,600,0.5272727272727272,-90.0333979818182,-0.0022786782301409403,8.430071309255435,2.5765449464321137,0.0003,729.6896168088766,2713.438638004632,0.1424980232136169,-0.03274137565316352,0.8015850786245071,0.15609139780952322,0.0014255766419335417,0.8030191520703184,0.03679968788845974,0.26145479397718235,False,2026-08-07T12:41:56.464785+00:00
25040,81,35.686227,23,0.5925925925925926,-68.97249945679013,-0.007243699597893283,6.023083764547482,2.6368608662858604,0.0003,723.2282934582486,2730.7559976067405,0.17862074783488335,0.10462326994930685,0.8068048901473963,0.1882039865211293,0.12628484429963563,0.8307884565151636,0.033708659462658594,0.38731311079187314,False,2026-08-07T12:42:03.389270+00:00
30048,97,-2.445197,15,0.5773195876288659,-66.66067983505154,-0.007243699597893283,6.023083764547482,2.6368608662858604,0.0003,4408.661984119638,446.8367062605227,0.14412431958201688,0.010577953101285415,0.8001521747952453,0.1790676579115985,0.0641747683553753,0.8028767190084035,0.06403966458505311,0.3247350551087686,False,2026-08-07T12:42:04.525241+00:00
35056,107,33.896347,33,0.52,-77.04433283,-0.003720472030181554,8.457944444892927,2.6758143307641147,0.0003,827.8337176641039,2373.5974484640187,0.178621925929578,0.10462657730965597,0.8068045264948863,0.1877802603655375,0.12559378373020608,0.830622695714684,0.033027322321159396,0.38659320857634577,False,2026-08-07T12:42:10.574746+00:00
40064,135,32.898291,36,0.54,-58.57162045999999,-0.003720472030181554,8.457944444892927,2.6758143307641147,0.0003,4426.154790755617,442.8078304205459,0.14354097637044444,-0.2268774868666067,0.8002011925308208,0.1403831412639847,-0.18234980932561642,0.8028700861911199,0.04471922386540249,0.08008978248463974,False,2026-08-07T12:42:11.706214+00:00
45072,147,30.627898,45,0.54,-58.67600987000001,-0.004843788094149204,10.696926722023637,2.7093727676197887,0.0003,839.1161205160628,2329.7466848780173,0.14132900400722032,-0.04519957281826832,0.807537133211161,0.18542496474824385,-0.021393242789762058,0.8028967213242882,0.05032622105403781,0.23995752419716887,False,2026-08-07T12:42:17.674384+00:00
50080,161,32.868947,30,0.53,-72.88490445000001,-0.0014390104552148841,7.337199383229017,2.7312470419332384,0.0003,847.096513168725,2301.8864671109964,0.14357731395217135,-0.23420241580288212,0.8010021186883411,0.1389706137672628,-0.19072149153552803,0.8081026365573534,0.04429706328578882,0.0723999089805198,False,2026-08-07T12:42:23.586346+00:00
