global_step,episode_num,episode_reward,episode_length,success_rate,avg_reward_100,policy_loss,value_loss,entropy,learning_rate,fps,eta_seconds,ee_x,ee_y,ee_z,cube_x,cube_y,cube_z,ee_to_cube_dist,cube_to_goal_dist,is_grasped,timestamp
5008,14,33.020683,28,1.0,30.358957428571433,,,,,3645.4453670206813,547.2560412091569,0.17434343701335642,0.09133193997354859,0.8069972149536655,0.18746124114614793,0.12745170821806265,0.8029703428884947,0.03863845418663823,0.3884236681336265,False,2026-08-07T14:21:43.163698+00:00
10016,24,-296.055106,600,0.5833333333333334,-90.73599925,-0.004640476334679988,4.5279955573379995,2.5108926178887487,0.0003,648.5501946276645,3068.357725406988,0.12260814687519345,-0.06411074961482333,0.8750685966019851,0.1757924873072111,-0.08442494038976707,0.8028786480032113,0.0919381808212625,0.1762838739433794,False,2026-08-07T14:21:50.885510+00:00
15024,46,-3.830952,33,0.5869565217391305,-72.04786652173912,-0.004640476334679988,4.5279955573379995,2.5108926178887487,0.0003,4672.871133104389,424.787233257446,0.1761882053185072,-0.06051558595979954,0.7996084999771552,0.18680504988811075,-0.08950747727057581,0.8029120682640106,0.03105093740641177,0.17258682164680864,False,2026-08-07T14:21:51.957286+00:00
20032,56,-252.915201,600,0.5178571428571429,-96.1716628392857,-0.005179329834572854,5.248039244487882,2.5230545407161116,0.0003,655.6538160118616,3019.837529572435,0.15965825057974262,0.033178587544688415,0.8031771437930958,0.18388255755442284,-0.02996968934995023,0.8028804721649815,0.0676358628038441,0.2312667731713718,False,2026-08-07T14:21:59.595438+00:00
25040,91,35.461881,23,0.6153846153846154,-71.96592797802197,-0.003703869321179809,3.703214559610933,2.504207243025303,0.0003,645.502548212539,3059.569641465958,0.17096572793835876,-0.06145207866094736,0.7995476485414263,0.18625222093402694,-0.0896291071587078,0.8028879136317006,0.03223009733065541,0.17238161221983056,False,2026-08-07T14:22:07.353709+00:00
30048,102,-288.341058,600,0.57,-87.32240026,-0.003703869321179809,3.703214559610933,2.504207243025303,0.0003,4835.872035981247,407.36230928829303,0.15592478217411804,0.0566455020061315,0.8031829151389107,0.18743999280132237,0.07660747964590509,0.806926078434134,0.037492670265300926,0.3377240716302364,False,2026-08-07T14:22:08.389328+00:00
35056,121,35.222411,23,0.56,-90.52377718,-0.0037831129557162058,1.5198320745723322,2.50455269459635,0.0003,640.6635680884488,3067.0450106329813,0.17689366505898557,0.09931688699095481,0.8069622491262245,0.1876822635125707,0.1255363343001634,0.8278798002628582,0.035233467319393245,0.3865288770309235,False,2026-08-07T14:22:16.206204+00:00
40064,141,-293.038626,600,0.58,-85.19678311,-0.0037831129557162058,1.5198320745723322,2.50455269459635,0.0003,4211.025335828331,465.4296385548747,0.14288632654409286,-0.02896651358153562,0.8349215262836874,0.1635762976346172,-0.017407486833040088,0.8028967213242878,0.03984060912921331,0.24261887261594675,False,2026-08-07T14:22:17.395470+00:00
45072,155,33.392125,28,0.59,-84.39892156999998,-0.005089441436211928,5.859054886107333,2.4694835977628826,0.0003,655.1461503149775,2983.9570896663604,0.17410195426284866,0.08659994280408258,0.8075597828783151,0.13776431527662492,0.05860440739977588,0.802896721324288,0.04610767997550476,0.3193793889556427,False,2026-08-07T14:22:25.039553+00:00
50080,167,34.187346,26,0.57,-89.17075884,0.0009136356064118444,2.0488186556613073,2.4677428381517528,0.0003,640.6993487552877,3043.4243515124335,0.14629815729120754,-0.3438428606934544,0.8102848740011702,0.1348433191386236,-0.321135864331828,0.817073577374272,0.026323136104134125,0.06610939796701237,True,2026-08-07T14:22:32.856012+00:00
55088,184,-265.716074,600,0.51,-111.71350865000001,0.0009136356064118444,2.0488186556613073,2.4677428381517528,0.0003,4104.0974460314565,473.8951805056855,0.16759081655360358,-0.06205790484594984,0.7995010272976069,0.18684477464921637,-0.0893229329280972,0.8028476975570175,0.033545444705550126,0.17277529670133407,False,2026-08-07T14:22:34.076266+00:00
60096,196,-254.302489,600,0.47,-121.36543684,-0.002868842609677813,2.553470676345751,2.4825072145089506,0.0003,640.2154076275613,3030.0801525359716,0.16569419311111103,-0.2002575968003228,0.7983545467396873,0.15511869088257832,-0.19302661933921833,0.8136163895845584,0.01992616695328642,0.0671510304897385,True,2026-08-07T14:22:41.898626+00:00
65104,218,35.369116,23,0.49,-111.02514046,-0.002868842609677813,2.553470676345751,2.4825072145089506,0.0003,4571.992781479109,423.206267481033,0.16465989842362447,0.066151225378668,0.8040851392401451,0.18614827913765616,0.007406522372555616,0.8029063980812499,0.06256260918237978,0.26868193223446357,False,2026-08-07T14:22:42.994002+00:00
70112,230,-248.375626,600,0.46,-122.83835351000002,-0.003115305702885962,3.549922209465876,2.4923104418441655,0.0003,636.7610935712337,3030.7881864709216,0.16583435467870697,-0.20599407940124267,0.8005378747136704,0.13370142330584556,-0.1787514463120437,0.8282990022960732,0.05045162575073458,0.08539872723011181,False,2026-08-07T14:22:50.858858+00:00
75120,249,-243.745219,600,0.47,-118.99635536999999,-0.0009998780533351237,4.550349888694472,2.4855486338958146,0.0003,644.3203411348936,2987.4580656720427,0.1770113358354802,0.09961563100403005,0.8069784996114701,0.1446262038950174,0.12672376957576229,0.8029047009827729,0.042429279782864524,0.38702923347153617,False,2026-08-07T14:22:58.631369+00:00
80128,259,-302.420653,600,0.46,-119.74169752999998,-0.0009998780533351237,4.550349888694472,2.4855486338958146,0.0003,4837.543727624568,396.869177437438,0.15602895934554548,-0.22480347583797186,0.8013922597763582,0.14528329778160165,-0.16164900639346466,0.801107700202465,0.06406276006710222,0.09944596154483987,False,2026-08-07T14:22:59.666573+00:00
