global_step,episode_num,episode_reward,episode_length,success_rate,avg_reward_100,policy_loss,value_loss,entropy,learning_rate,fps,eta_seconds,ee_x,ee_y,ee_z,cube_x,cube_y,cube_z,ee_to_cube_dist,cube_to_goal_dist,is_grasped,timestamp
5008,17,35.949227,23,1.0,30.639984294117646,,,,,3552.643878522843,561.5513595552109,0.17724095844051468,0.100122099218286,0.8067053593253874,0.18559713637584438,0.1289283322727799,0.8038415256216187,0.030130156255146583,0.38976975387416796,False,2026-08-07T13:47:41.188320+00:00
10016,27,36.179127,22,0.6666666666666666,-76.81027774074074,-0.006225878205805202,8.142131595127285,2.438576523959637,0.0003,642.514874510759,3097.1796590939116,0.12322090615781751,-0.06682516013684114,0.8745041875956476,0.17579248730721117,-0.08442494038976707,0.8028786480032113,0.09057450707238891,0.1762838739433794,False,2026-08-07T13:47:48.982674+00:00
15024,50,36.079499,23,0.68,-59.80433174000001,-0.006225878205805202,8.142131595127285,2.438576523959637,0.0003,4676.684175207717,424.44089137403347,0.06018418481184422,-0.0683334044623177,0.7987759074669674,0.175792489747704,-0.08442494001080722,0.8028786480032114,0.11679490642300625,0.1762838745394484,False,2026-08-07T13:47:50.053493+00:00
20032,64,34.53932,29,0.59375,-85.2864463125,-0.0028683134521998,7.890210042800755,2.423009604215622,0.0003,637.3187677863797,3106.7153520005195,0.14173833852460482,-0.04224123538116201,0.8020550931355105,0.1691814486890992,-0.01665235137118258,0.8040564532605751,0.037575533565432626,0.24352079396471454,False,2026-08-07T13:47:57.911407+00:00
25040,87,33.559113,32,0.632183908045977,-78.55585947126436,-0.0016380916873458772,2.9342252109665425,2.4291907103732227,0.0003,657.9568924961136,3001.655613800969,0.14451578985456506,0.03221692373445766,0.8017802816280984,0.1866185604667242,0.023363285896896933,0.8028808839825636,0.04303767560779082,0.2846107860844476,False,2026-08-07T13:48:05.522872+00:00
30048,107,35.130164,26,0.58,-86.06835756000001,-0.0016380916873458772,2.9342252109665425,2.4291907103732227,0.0003,4758.686283727254,413.9697140230538,0.14676053606031872,0.031016888175282514,0.8015201083772929,0.17906765790495127,0.06417476841411171,0.8028767190084034,0.046314528349330246,0.3247350551670134,False,2026-08-07T13:48:06.575251+00:00
35056,121,-255.614182,600,0.56,-91.84779576999999,-0.0050696267091552725,3.4721643592929468,2.4002603152766824,0.0003,636.6026539129589,3086.609815278373,0.17862198174755928,0.10462665379489733,0.806804541967433,0.18777564548811315,0.12551816787994002,0.830615951805531,0.032973142997271894,0.38651745658868625,False,2026-08-07T13:48:14.442010+00:00
40064,141,35.865669,23,0.57,-84.97862520999999,-0.0050696267091552725,3.4721643592929468,2.4002603152766824,0.0003,4080.325389887744,480.3381624556959,0.14338648312246094,-0.03706886109689579,0.8560466493936567,0.1635762975892998,-0.01740748684646099,0.8028967213242878,0.06015906498109928,0.2426188726018593,False,2026-08-07T13:48:15.669369+00:00
45072,157,-268.531859,600,0.59,-79.46392793999999,-0.005321435744190239,2.1069875469431283,2.3595413841307162,0.0003,665.1955177666586,2938.8772891367585,0.178683381000866,0.10465377528447614,0.8067650213384916,0.1867310077650861,0.05299112054244987,0.802896721324288,0.052428598460476594,0.3141305275113444,False,2026-08-07T13:48:23.197966+00:00
50080,170,-686.260836,600,0.57,-89.06768281999999,-0.0026826611428987235,3.398580769752152,2.366995143517852,0.0003,651.0661509691366,2994.964485709279,0.15425466662116055,-0.019675205044048957,0.8640903119873011,0.174355028470889,-0.03473228590697483,0.802881834975433,0.0661605463151197,0.22572463280532096,False,2026-08-07T13:48:30.889982+00:00
55088,181,36.199798,22,0.51,-104.90004267,-0.0026826611428987235,3.398580769752152,2.366995143517852,0.0003,4141.236142680408,469.64527812247843,0.14025260843322124,-0.0781513954839324,0.802696825986529,0.1759446667190951,-0.07915660861761507,0.8028818349754339,0.03570668993973426,0.18154493824798715,False,2026-08-07T13:48:32.099269+00:00
60096,195,-222.032203,600,0.46,-115.57866038,-0.0037046238896436988,5.144259407743812,2.345499182678759,0.0003,649.2676664395088,2987.8339863097704,0.10169014843923624,-0.07357699469337779,0.8523230417528755,0.155227768213487,-0.04331221403584571,0.8029063980812485,0.07889384228892218,0.21674033030857767,False,2026-08-07T13:48:39.812596+00:00
65104,209,34.782744,27,0.47,-113.80119618,-0.0037046238896436988,5.144259407743812,2.345499182678759,0.0003,4933.793779660205,392.1720457747341,0.004719405157870227,-0.06320740738459829,0.7892734064305599,0.15522776581321734,-0.043312214649075566,0.8029063980812485,0.1524284874375239,0.21674032974834612,False,2026-08-07T13:48:40.827617+00:00
70112,226,37.074855,24,0.44,-122.05125512999997,-0.005036041677885805,5.394157617492601,2.3291225671768188,0.0003,642.770945032431,3002.4505851032636,0.1416803556603126,-0.16628061214038953,0.8024428502918175,0.06254601768533821,-0.1354591179251546,0.7929017219551714,0.08545900234810598,0.15813826221685554,False,2026-08-07T13:48:48.618920+00:00
75120,240,36.078632,22,0.45,-119.43064852000002,-0.00451306171817123,3.505864725424908,2.3380787048488854,0.0003,658.4921067594219,2923.1633610199815,0.14319662869459612,-0.21414608134601065,0.8000150121039787,0.06254601520693231,-0.13545911809167271,0.7929017219551714,0.11290154356281933,0.15813826361305283,False,2026-08-07T13:48:56.224140+00:00
80128,256,34.526643,27,0.41,-130.09757511,-0.00451306171817123,3.505864725424908,2.3380787048488854,0.0003,4750.39524641019,404.1499497227776,0.1767508611937044,0.09863301515970233,0.806877211835836,0.17655146857843038,0.12897566412654296,0.8035146011759906,0.030529055900725903,0.3893276491527257,False,2026-08-07T13:48:57.278370+00:00
85136,271,35.809161,23,0.45,-123.23871838999997,-0.004522460264706751,8.790589579893275,2.356845467723906,0.0003,645.0236069819528,2968.672742009544,0.1786265562626707,0.10463756800964644,0.8068070498414652,0.18664955081388085,0.12660842586274304,0.8306890198474444,0.033428064971460905,0.38752583592149015,False,2026-08-07T13:49:05.042442+00:00
90144,292,32.277539,35,0.49,-109.03998275999999,-0.0017812949910876342,3.365972564043477,2.3779519245028498,0.0003,646.8555504459468,2952.5231694824784,0.17583077845571415,0.09451182632676539,0.8073338704181443,0.18857639639308252,0.10668794474479087,0.7986976872344703,0.01962886385701218,0.3677997542848192,True,2026-08-07T13:49:12.784509+00:00
